@relation training_set

@attribute ISBAD {FALSE,TRUE}
@attribute HTML_NUMCHARACTERS numeric
@attribute HTML_PERCENTSCRIPTCONTENT numeric
@attribute HTML_PERCENTWHITESPACE numeric
@attribute HTML_PERCENTUNOWNELEMENTS numeric
@attribute HTML_NUMSCRIPTS numeric
@attribute HTML_NUMSCRIPTSWRONGEXTENTION numeric
@attribute HTML_NUMBERIFRAMES numeric
@attribute HTML_NUMUNSAFEINCLUDEDURL numeric
@attribute IP_ADDRESS_A numeric
@attribute TOKEN_SUBDOMAIN_LENGTH numeric
@attribute TOKEN_NUMBER_SUBDOMAINS numeric
@attribute TOKEN_DOMAIN_LENGTH numeric

@data
TRUE,1269,0,12.765957,0,0,0,0,0,76,140,10,11
TRUE,1269,0,12.765957,0,0,0,0,0,76,161,11,11
TRUE,1269,0,12.765957,0,0,0,0,0,69,0,0,12
TRUE,1269,0,12.765957,0,0,0,0,0,69,36,2,12
TRUE,1269,0,12.765957,0,0,0,0,0,69,36,2,12
TRUE,1269,0,12.765957,0,0,0,0,0,69,0,0,12
TRUE,1269,0,12.765957,0,0,0,0,0,76,0,0,20
TRUE,1269,0,12.765957,0,0,0,0,0,76,0,0,20
TRUE,1269,0,12.765957,0,0,0,0,0,76,0,0,20
TRUE,1269,0,12.765957,0,0,0,0,0,69,36,2,12
TRUE,1269,0,12.765957,0,0,0,0,0,76,45,2,20
TRUE,1269,0,12.765957,0,0,0,0,0,76,45,2,20
TRUE,1269,11.032309,15.051221,0,2,1,0,4,208,0,0,17
TRUE,1270,11.181102,14.409449,0,2,1,0,4,208,0,0,19
FALSE,1270,34.88189,12.047244,0,1,0,0,1,?,8,2,5
TRUE,1271,11.329662,14.555468,0,2,1,0,4,208,0,0,21
FALSE,1271,0,5.428796,0,0,0,0,3,?,5,2,5
TRUE,1272,31.132075,12.264151,0,1,0,0,0,211,0,0,13
FALSE,1272,37.5,16.823899,0,2,0,0,1,?,0,0,16
FALSE,1274,0,13.736264,0,0,0,0,0,80,0,0,14
TRUE,1274,10.989011,15.070644,0,2,1,0,4,208,0,0,17
FALSE,1275,0,11.843137,0,0,0,0,0,62,0,0,12
TRUE,1276,11.206897,14.890282,0,2,1,0,4,208,0,0,20
FALSE,1279,0,16.57545,0,0,0,0,0,67,0,0,11
TRUE,1279,10.789679,15.089914,0,2,1,0,4,208,0,0,15
TRUE,1280,11.484375,14.453125,0,2,1,0,4,208,0,0,24
TRUE,1281,11.163154,14.441842,0,2,1,0,4,208,0,0,20
TRUE,1281,50.273224,10.382514,0,1,0,0,0,75,0,0,11
TRUE,1282,0,14.118565,0,0,0,0,0,69,0,0,11
FALSE,1282,34.789392,15.678627,0,1,0,0,2,50,0,0,14
TRUE,1282,11.544462,14.274571,0,2,1,0,4,208,0,0,25
FALSE,1282,0,8.034321,0,2,0,0,5,210,6,1,7
FALSE,1283,0,11.691348,0,0,0,0,3,81,0,0,8
TRUE,1283,11.145752,14.886984,0,2,1,0,4,208,0,0,20
TRUE,1283,11.06781,14.809041,0,2,1,0,4,208,0,0,20
FALSE,1283,12.704599,15.588465,0,1,0,0,0,94,0,0,16
TRUE,1284,9.345794,9.813084,0,2,0,0,1,85,9,1,9
TRUE,1284,9.345794,9.813084,0,2,0,0,1,85,27,1,10
TRUE,1284,0.856698,8.566978,0,2,0,0,1,68,0,0,16
FALSE,1284,0,9.190031,0,0,0,0,1,?,0,0,9
TRUE,1284,0.856698,8.566978,0,2,0,0,1,68,0,0,16
TRUE,1284,11.137072,14.797508,0,2,1,0,4,208,0,0,21
FALSE,1285,0,13.151751,0,0,0,0,0,152,4,2,6
FALSE,1285,24.046693,9.416342,0,2,0,0,3,193,7,1,7
TRUE,1285,11.284047,14.319066,0,2,1,0,4,208,0,0,22
FALSE,1285,0,16.031128,0,0,0,0,1,91,0,0,14
TRUE,1285,11.128405,14.396887,0,2,1,0,4,208,0,0,20
TRUE,1286,10.808709,14.696734,0,2,1,0,4,208,0,0,17
FALSE,1286,0,8.398134,0,2,0,0,2,93,0,0,11
FALSE,1287,0,10.955711,0,0,0,0,3,173,0,0,10
TRUE,1287,11.499612,14.296814,0,2,1,0,4,208,0,0,25
FALSE,1287,0,5.439005,0,0,0,0,0,77,0,0,14
TRUE,1287,33.877234,4.195804,3.703704,2,0,0,1,204,0,0,10
TRUE,1287,11.033411,14.685315,0,2,1,0,4,208,0,0,19
TRUE,1288,26.397516,7.298137,0,1,0,0,0,173,0,0,9
TRUE,1288,26.397516,7.298137,0,1,0,0,0,?,7,2,5
TRUE,1288,26.397516,7.298137,0,1,0,0,0,?,7,2,5
TRUE,1288,26.397516,7.298137,0,1,0,0,0,?,0,0,9
TRUE,1288,26.397516,7.298137,0,1,0,0,0,?,0,0,9
TRUE,1289,11.016292,14.352211,0,2,1,0,4,208,0,0,19
FALSE,1290,0,16.666667,0,0,0,0,0,134,0,0,11
TRUE,1291,11.231603,14.484895,0,2,1,0,4,208,0,0,22
TRUE,1291,33.77227,4.182804,3.703704,2,0,0,1,204,0,0,12
TRUE,1291,11.154144,14.329977,0,2,1,0,4,208,0,0,21
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,11
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,14
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,14
TRUE,1292,69.040248,23.529412,0,2,0,0,1,65,26,5,13
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,6
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,6
FALSE,1292,0,17.260062,0,0,0,0,0,216,11,1,15
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,14
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,16
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,14
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,13
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,16
TRUE,1292,0,28.018576,0,0,0,0,0,206,8,1,13
FALSE,1292,24.767802,10.294118,0,2,0,0,0,62,0,0,15
TRUE,1292,11.22291,14.396285,0,2,1,0,4,208,0,0,22
TRUE,1293,11.21423,14.307811,0,2,1,0,4,208,0,0,22
FALSE,1293,0,13.843774,4.545455,0,0,0,4,147,5,2,7
TRUE,1294,9.891808,7.959815,0,2,1,0,4,208,0,0,22
TRUE,1296,43.981481,17.978395,0,1,0,0,1,93,0,0,10
TRUE,1296,0,15.200617,0,0,0,0,0,114,0,0,13
TRUE,1296,0,19.521605,0,1,0,0,2,74,0,0,13
TRUE,1296,11.111111,14.12037,0,2,1,0,4,208,0,0,21
TRUE,1296,0,19.521605,0,1,0,0,2,199,0,0,12
TRUE,1297,11.410948,13.955281,0,2,1,0,4,208,0,0,25
TRUE,1297,19.352352,15.805705,0,1,0,0,0,97,0,0,20
FALSE,1297,28.296068,9.175019,0,3,0,1,3,85,0,0,16
TRUE,1297,19.352352,15.805705,0,1,0,0,0,97,0,0,9
TRUE,1297,11.179645,14.417887,0,2,1,0,4,208,0,0,22
FALSE,1298,0,21.956857,3.703704,0,0,0,0,?,0,0,17
TRUE,1298,3.543914,8.320493,0,3,0,0,2,157,0,0,17
FALSE,1298,0,16.33282,0,0,0,0,0,67,0,0,14
TRUE,1302,0,10.368664,0,0,0,0,1,200,0,0,19
FALSE,1302,0,10.215054,0,1,0,0,1,87,0,0,15
FALSE,1303,5.755948,8.902533,0,1,0,0,0,81,0,0,18
FALSE,1303,0,14.044513,0,0,0,0,3,193,8,2,8
FALSE,1303,27.091328,14.428243,0,2,0,0,0,77,0,0,13
FALSE,1303,3.376823,10.66769,0,2,0,0,1,207,0,0,14
FALSE,1304,0,8.128834,0,0,0,0,1,81,0,0,23
TRUE,1304,11.349693,14.033742,0,2,1,0,4,208,0,0,25
FALSE,1304,26.993865,7.361963,0,2,0,0,2,31,0,0,10
FALSE,1305,0,10.191571,0,0,0,0,0,195,0,0,14
FALSE,1306,0,12.787136,0,0,0,0,0,82,0,0,13
TRUE,1306,0,25.038285,0,0,0,0,2,178,6,1,11
TRUE,1306,0,11.179173,0,0,0,0,0,83,0,0,13
TRUE,1307,8.875287,15.302219,0,2,0,0,1,193,0,0,13
FALSE,1307,24.866106,10.328998,0,2,0,0,0,207,0,0,20
FALSE,1307,0,10.941086,0,0,0,0,1,62,0,0,17
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,9
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,9
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,14
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,9
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,15
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,15
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,10
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,10
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,18
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,9
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,12
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,10
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,8
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,10
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,11
TRUE,1308,47.247706,8.715596,0,3,0,0,1,65,0,0,12
TRUE,1309,10.466005,14.896868,0,2,1,0,4,208,0,0,14
TRUE,1309,0,22.383499,0,0,0,0,0,68,0,0,16
TRUE,1310,0,17.175573,0,0,0,0,0,189,26,2,12
FALSE,1310,0,16.48855,0,0,0,0,3,96,0,0,16
FALSE,1310,0,13.969466,0,0,0,0,1,72,0,0,16
FALSE,1310,0,17.78626,0,0,0,0,0,81,0,0,9
FALSE,1310,0,10.916031,0,0,0,0,0,85,0,0,21
TRUE,1312,0,10.746951,0,0,0,1,1,69,0,0,34
TRUE,1312,11.204268,14.10061,0,2,1,0,4,208,0,0,24
TRUE,1312,11.128049,14.253049,0,2,1,0,4,208,0,0,23
FALSE,1313,0,10.510282,0,0,0,0,5,?,0,0,14
TRUE,1313,10.586443,14.775324,0,2,1,0,4,208,0,0,16
FALSE,1314,0,14.307458,0,0,0,0,0,128,4,2,7
FALSE,1315,50.798479,27.756654,0,6,0,0,5,164,0,0,12
TRUE,1315,36.425856,11.863118,0,1,0,0,0,62,0,0,20
TRUE,1317,11.009871,14.654518,0,2,1,0,4,208,0,0,22
FALSE,1318,0,10.698027,0,0,0,0,3,?,0,0,20
FALSE,1318,0,10.394537,0,0,0,0,1,141,0,0,20
FALSE,1319,0,11.978772,0,0,0,0,0,85,0,0,14
FALSE,1319,0,13.419257,0,0,0,0,0,192,0,0,9
FALSE,1319,0,12.736922,0,0,0,0,0,217,0,0,11
FALSE,1320,3.333333,15.984848,0,2,0,0,5,217,0,0,6
TRUE,1321,10.749432,14.458743,0,2,1,0,4,208,0,0,19
FALSE,1321,0,8.554126,0,0,0,0,0,80,0,0,16
FALSE,1322,39.258699,35.627837,0,1,0,0,0,155,0,0,9
FALSE,1323,0,26.984127,0,0,0,0,1,72,0,0,23
FALSE,1323,24.943311,15.26833,0,1,0,0,0,82,0,0,21
TRUE,1323,11.186697,14.134543,0,2,1,0,4,208,0,0,25
FALSE,1325,0,16.45283,0,0,0,0,0,85,0,0,22
TRUE,1325,0,21.056604,0,0,0,0,0,121,0,0,14
FALSE,1326,26.621418,12.518854,0,1,0,0,1,202,0,0,11
FALSE,1326,0,18.024133,0,0,0,0,0,62,0,0,7
FALSE,1327,0,9.042954,0,0,0,0,3,?,17,1,7
FALSE,1327,0,24.64205,0,0,0,0,2,178,9,1,8
TRUE,1328,0,12.951807,0,0,0,0,0,121,0,0,18
TRUE,1328,0,12.951807,0,0,0,0,0,121,0,0,14
TRUE,1329,0,10.985704,0,0,0,1,1,199,9,1,9
TRUE,1330,0,28.646617,0,0,0,0,0,122,0,0,13
TRUE,1331,64.98873,38.993238,0,1,0,0,0,72,0,0,14
FALSE,1331,28.174305,10.894065,0,1,0,0,4,81,0,0,14
TRUE,1331,10.443276,14.650639,0,2,1,0,4,208,0,0,16
TRUE,1331,0,6.987228,0,0,0,0,0,199,0,0,17
FALSE,1332,0,15.765766,0,0,0,0,0,213,0,0,14
FALSE,1333,28.882221,11.552888,0,4,0,0,3,81,0,0,18
TRUE,1333,39.75994,9.152288,0,3,0,1,1,178,0,0,17
FALSE,1336,0,13.173653,0,0,0,0,0,128,7,1,12
FALSE,1337,0,10.695587,0,0,0,0,1,62,0,0,22
TRUE,1337,0,5.759162,0,0,0,0,0,?,12,1,10
TRUE,1337,32.311144,9.947644,0,2,0,1,1,91,0,0,13
FALSE,1337,49.813014,12.266268,0,2,0,0,2,193,0,0,13
TRUE,1338,0,5.306428,13.333333,0,0,0,0,184,0,0,13
TRUE,1338,0,16.218236,0,0,0,0,0,212,16,2,18
TRUE,1338,0,5.306428,13.333333,0,0,0,0,178,6,1,6
TRUE,1338,0,5.306428,13.333333,0,0,0,0,178,7,1,6
TRUE,1338,0,5.306428,13.333333,0,0,0,0,178,4,1,6
TRUE,1339,64.899178,38.760269,0,1,0,0,0,72,0,0,14
TRUE,1339,0,10.903659,0,0,0,0,0,208,0,0,15
FALSE,1339,0,14.339059,0,0,0,0,0,82,0,0,12
TRUE,1340,42.537313,17.238806,0,1,0,0,1,93,0,0,48
TRUE,1340,42.537313,17.462687,0,1,0,0,1,93,0,0,26
TRUE,1340,42.537313,17.462687,0,1,0,0,1,93,0,0,26
TRUE,1340,42.537313,17.462687,0,1,0,0,1,93,0,0,26
FALSE,1340,0,12.910448,0,0,0,0,2,?,9,2,8
FALSE,1341,0,8.426547,0,0,0,0,0,81,0,0,19
TRUE,1341,0,5.369128,0,0,0,0,1,174,0,0,15
FALSE,1342,29.359165,11.997019,0,2,0,0,1,216,0,0,12
FALSE,1343,0,11.913626,0,0,0,0,2,82,0,0,11
FALSE,1343,8.041698,14.668652,0,1,0,0,0,95,0,0,8
FALSE,1343,0,21.891288,0,0,0,0,1,68,0,0,17
TRUE,1343,11.243485,13.62621,0,2,1,0,4,208,0,0,28
FALSE,1343,0,12.658228,0,0,0,0,1,213,0,0,20
FALSE,1343,0,9.381981,0,0,0,0,0,?,11,2,6
TRUE,1344,10.863095,13.988095,0,2,1,0,4,208,0,0,23
TRUE,1344,0,9.375,0,0,0,0,2,200,0,0,21
TRUE,1345,0,14.869888,0,0,0,0,0,208,0,0,14
TRUE,1349,0,12.750185,0,0,0,0,1,83,0,0,15
FALSE,1349,0,13.639733,4.347826,0,0,0,0,72,0,0,22
FALSE,1350,0,12.37037,0,0,0,0,4,209,0,0,16
TRUE,1351,0,11.76906,0,0,0,0,2,88,14,1,6
TRUE,1351,0,10.362694,0,0,0,0,1,69,0,0,23
FALSE,1351,0,12.583272,0,0,0,0,2,212,10,2,13
FALSE,1352,0,11.760355,0,0,0,0,2,?,8,2,5
FALSE,1352,0,15.014793,0,0,0,0,1,?,0,0,20
FALSE,1352,0,9.985207,0,0,0,0,0,212,0,0,8
FALSE,1354,20.088626,7.385524,0,1,0,0,0,64,0,0,23
FALSE,1354,0,11.964549,0,0,0,0,0,72,0,0,18
FALSE,1354,0,8.936484,0,0,0,0,0,?,11,2,5
FALSE,1355,0,14.391144,0,0,0,0,2,82,0,0,21
FALSE,1357,23.876197,9.72734,0,2,0,0,0,211,0,0,11
FALSE,1357,28.371408,11.495947,0,1,0,0,0,148,0,0,11
TRUE,1358,2.798233,9.867452,0,3,0,0,2,82,19,1,5
FALSE,1358,0,8.762887,0,0,0,0,4,?,11,3,5
TRUE,1358,0,12.444772,0,0,0,0,0,121,0,0,13
FALSE,1358,0,8.100147,0,0,0,0,3,?,7,2,5
FALSE,1359,0,13.980868,0,0,0,0,0,?,8,1,8
TRUE,1360,0,8.602941,0,1,0,1,2,188,4,1,5
FALSE,1361,0,18.515797,0,0,0,0,1,200,0,0,17
TRUE,1361,0,8.523145,0,0,0,0,1,217,0,0,6
TRUE,1361,0.808229,10.139603,0,2,0,0,1,98,0,0,14
FALSE,1364,0,27.419355,0,0,0,0,0,194,0,0,9
FALSE,1364,64.002933,13.636364,0,2,0,0,0,37,0,0,17
TRUE,1364,0,21.554252,0,0,0,0,0,68,0,0,18
FALSE,1365,10.622711,8.937729,0,6,0,0,5,?,0,0,11
FALSE,1365,10.622711,8.937729,0,6,0,0,5,?,0,0,11
TRUE,1365,0,9.084249,0,0,0,1,1,103,0,0,11
FALSE,1365,0,14.212454,0,0,0,1,1,188,0,0,7
FALSE,1366,64.641288,15.592972,0,1,0,0,2,?,0,0,17
FALSE,1366,1.537335,11.93265,0,2,0,0,2,217,0,0,12
TRUE,1366,0,14.128843,0,3,0,0,3,184,0,0,10
FALSE,1366,19.106881,6.881406,0,1,0,0,1,85,0,0,22
FALSE,1366,0,8.63836,0,0,0,0,0,74,0,0,17
FALSE,1367,0,11.923921,0,0,0,0,2,66,0,0,10
TRUE,1370,0,9.416058,0,0,0,0,0,50,0,0,15
FALSE,1370,0,11.751825,0,0,0,0,2,94,0,0,16
FALSE,1371,0,15.390226,0,0,0,0,2,70,0,0,18
FALSE,1371,3.063457,13.639679,0,2,0,0,1,?,9,2,5
TRUE,1372,0,13.629738,0,0,0,0,0,69,0,0,6
TRUE,1373,25.710124,6.409323,0,2,0,0,2,216,0,0,14
TRUE,1373,34.522942,15.87764,0,1,0,0,0,87,0,0,9
FALSE,1374,0,12.882096,0,0,0,0,3,195,0,0,8
TRUE,1375,0,30.618182,0,0,0,0,0,37,0,0,44
FALSE,1375,0,12.290909,0,0,0,0,3,82,0,0,13
TRUE,1375,0,8.436364,0,0,0,0,0,64,0,0,16
TRUE,1375,0,9.745455,0,0,0,0,0,46,0,0,11
FALSE,1376,0,10.537791,0,0,0,0,5,69,0,0,12
FALSE,1376,0,10.247093,0,1,0,0,4,134,4,2,7
FALSE,1377,0,13.28976,0,0,0,0,0,82,0,0,14
TRUE,1377,0,19.4626,0,1,0,0,1,?,8,1,5
FALSE,1377,0,6.100218,0,0,0,0,0,89,0,0,16
FALSE,1378,34.470247,8.998549,0,4,0,0,1,?,9,2,6
FALSE,1379,0,9.137056,2.702703,0,0,0,0,129,6,1,6
TRUE,1379,11.82016,13.705584,0,2,1,0,4,208,0,0,40
TRUE,1379,0,20.232052,0,0,0,0,0,176,0,0,18
FALSE,1380,0,8.985507,0,0,0,0,1,85,0,0,17
FALSE,1380,0,4.855072,0,0,0,0,0,?,12,2,5
TRUE,1382,11.939219,31.910275,0,1,0,0,0,177,0,0,14
FALSE,1383,0,12.798265,0,0,0,0,2,195,0,0,7
FALSE,1383,0,12.942878,0,0,0,0,2,212,0,0,14
FALSE,1383,0,10.918294,0,0,0,0,0,?,0,0,12
FALSE,1383,0,9.978308,0,0,0,0,0,94,0,0,22
TRUE,1384,0,15.823699,0,0,0,0,2,31,41,6,6
FALSE,1385,0,12.635379,0,0,0,0,3,216,0,0,14
FALSE,1387,24.152848,10.958904,0,2,0,0,0,50,0,0,13
FALSE,1388,0,19.884726,0,0,0,0,2,184,0,0,11
TRUE,1389,0,7.703384,0,0,0,0,1,206,0,0,9
FALSE,1389,0,19.654428,0,0,0,0,0,212,18,1,12
FALSE,1390,0,12.877698,0,0,0,0,4,82,9,2,15
FALSE,1390,0,9.352518,0,0,0,0,1,?,0,0,15
TRUE,1391,14.234364,10.92739,0,1,0,1,1,?,7,1,5
FALSE,1393,0,11.988514,0,1,0,0,1,188,0,0,25
TRUE,1393,0,73.797559,0,0,0,0,1,174,0,0,11
TRUE,1394,0,10.25825,0,0,0,0,1,64,0,0,16
FALSE,1394,0,10.97561,0,0,0,0,0,151,0,0,9
FALSE,1394,1.362984,9.038737,0,1,0,0,3,173,0,0,11
FALSE,1395,0,33.333333,0,0,0,0,0,216,0,0,15
FALSE,1397,0,12.455261,0,0,0,0,1,195,0,0,13
FALSE,1398,0,15.808298,0,0,0,0,0,85,0,0,13
TRUE,1398,0,24.034335,0,0,0,0,0,209,0,0,13
TRUE,1398,32.689557,19.313305,0,1,0,0,0,176,0,0,13
TRUE,1398,0,16.094421,0,0,0,0,0,46,0,0,21
FALSE,1398,4.220315,10.729614,0,2,0,0,5,213,0,0,14
FALSE,1399,0,12.365976,0,0,0,0,0,130,9,1,8
TRUE,1400,0.071429,13.357143,0,1,0,0,0,69,13,2,11
TRUE,1400,0.071429,13.357143,0,1,0,0,0,?,6,1,11
FALSE,1400,34.357143,8.142857,0,2,0,0,0,173,0,0,16
TRUE,1400,0,8.857143,0,0,0,0,1,216,0,0,17
FALSE,1400,0,9.5,0,0,0,0,8,83,0,0,24
FALSE,1401,3.140614,9.493219,5.882353,2,0,0,1,66,0,0,12
TRUE,1401,63.02641,13.347609,0,1,0,0,2,72,0,0,11
TRUE,1402,27.532097,16.761769,0,2,0,0,1,212,0,0,14
FALSE,1403,0,8.695652,0,0,0,0,1,66,0,0,18
FALSE,1403,0,10.049893,0,0,0,0,0,?,10,2,5
FALSE,1404,0,8.404558,0,0,0,0,0,82,0,0,15
FALSE,1404,34.259259,10.327635,0,2,1,0,1,213,14,2,9
FALSE,1404,17.378917,8.689459,0,1,0,0,1,213,0,0,25
TRUE,1404,11.253561,13.390313,0,2,1,0,4,208,0,0,35
FALSE,1407,0,11.940299,0,0,0,0,0,217,0,0,12
FALSE,1407,0,7.960199,0,0,0,0,0,?,5,2,9
TRUE,1408,25.568182,8.096591,0,6,0,0,3,208,0,0,28
FALSE,1410,0,10.283688,0,0,0,0,1,62,0,0,20
FALSE,1410,0,34.326241,0,0,0,0,1,?,0,0,11
FALSE,1411,0,23.671155,0,0,0,0,0,80,0,0,22
FALSE,1413,0,19.745223,0,0,0,0,0,90,0,0,13
FALSE,1415,0,12.508834,0,0,0,0,3,62,0,0,22
FALSE,1415,5.159011,12.226148,0,2,0,0,2,213,0,0,11
TRUE,1415,0,16.39576,0,0,0,0,0,168,0,0,11
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,25,3,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,29,3,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,29,3,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,25,3,13
FALSE,1416,33.968927,10.09887,4.166667,2,1,0,1,213,15,2,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,8,2,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,25,3,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,32,3,11
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,6,1,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,11
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,17
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,11
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,25
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,11
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,12
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,12
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,7,1,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,7
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,4,1,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,13
FALSE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,8
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,16
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,18
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,16
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,8
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,14
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,6,1,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,8
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,9
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,16
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,17
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,8
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,12
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,12
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,8
TRUE,1416,46.186441,8.050847,0,3,0,0,1,?,3,1,6
TRUE,1416,46.186441,8.050847,0,3,0,0,1,216,0,0,21
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,17
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,65,0,0,13
TRUE,1416,46.186441,8.050847,0,3,0,0,1,184,0,0,10
FALSE,1417,0,13.126323,0,0,0,0,5,217,0,0,26
FALSE,1418,13.540197,12.764457,0,3,0,0,2,80,0,0,18
FALSE,1418,0,12.905501,0,0,0,0,0,217,0,0,17
FALSE,1419,0,15.151515,0,0,0,0,0,80,0,0,18
FALSE,1420,0,11.619718,0,0,0,0,1,84,0,0,13
TRUE,1421,22.800844,9.711471,0,2,0,0,1,81,0,0,12
FALSE,1421,11.752287,4.926108,0,1,0,0,2,210,0,0,16
FALSE,1423,0,21.011947,2.941176,0,0,0,0,?,8,1,7
TRUE,1423,0,10.470836,0,0,0,0,1,85,0,0,12
FALSE,1425,0,6.45614,0,0,0,0,0,137,0,0,13
FALSE,1426,0,19.635344,0,0,0,0,0,213,0,0,13
TRUE,1426,0,17.531557,0,0,0,0,0,205,0,0,13
FALSE,1427,0,5.956552,5.555556,0,0,0,0,213,0,0,16
FALSE,1429,0,6.578027,0,0,0,0,0,112,13,1,13
FALSE,1429,4.548635,9.517145,6.25,1,0,0,2,85,6,1,7
TRUE,1429,0,9.937019,0,0,0,0,1,209,0,0,11
FALSE,1431,0,18.937806,0,0,0,0,0,192,0,0,8
FALSE,1431,0,12.648498,5.882353,0,0,0,0,213,0,0,20
